raw.41_Ctrl_60_MB_02	raw.43_Ctrl_60_MUB_02	raw.45_Ctrl_60_cyt_02	raw.47_Ctrl_60_cytUB_02	raw.13_Ctrl_5_cyt_02	raw.14_Ctrl_5_MB_02	raw.01_Ctrl_5_cyt_01	raw.02_Ctrl_5_MB_01	raw.05_Ctrl_15_cyt_01	raw.06_Ctrl_15_MB_01	raw.17_Ctrl_5_cyt_03	raw.18_Ctrl_5_MB_03	raw.21_Ctrl_15_cyt_02	raw.22_Ctrl_15_MB_02	raw.25_Ctrl_15_cyt_03	raw.26_Ctrl_15_MB_03	raw.29_Ctrl_60_cyt_03	raw.30_Ctrl_60_MB_03	raw.33_Ctrl_60_cytUB_01	raw.35_Ctrl_60_MUB_01	raw.37_Ctrl_60_cyt_01	raw.39_Ctrl_60_MB_01
chr1_186810422_186810424_+	0	2	3	4	6	3	2	1	6	2	6	2	5	4	8	3	4	2	1	3	3	3
chr17_15350818_15350861_-	0	0	2	3	3	2	3	1	8	2	1	4	3	1	2	2	0	0	2	0	2	0
chr1_76454189_76454258_+	0	0	5	6	5	1	1	0	1	1	4	1	5	1	2	3	3	0	3	0	2	0
chr1_80920532_80920629_-	1	7	1	11	3	2	6	7	7	5	3	5	8	7	6	8	2	2	1	0	9	2
chr2_116775092_116775186_-	0	2	2	5	3	0	1	0	2	1	4	2	3	1	7	3	1	0	0	0	2	0
chr2_61631589_61631658_+	1	0	3	4	3	0	1	2	4	1	3	1	8	1	3	1	1	0	4	0	2	0
chr5_154789812_154789822_-	0	0	3	4	2	0	2	1	2	0	2	1	2	5	1	1	0	1	2	1	3	0
chr5_166256324_166256366_-	0	3	0	2	2	8	2	3	1	6	5	4	8	9	3	5	5	5	3	3	8	7
chr7_114954941_114954943_+	2	4	4	10	4	0	1	1	3	2	2	0	3	2	3	4	4	2	2	0	4	0
chr7_120322426_120322427_+	0	1	0	2	2	2	0	1	3	2	3	1	5	1	3	2	1	0	0	0	1	1
chr7_127406362_127406378_-	1	2	1	6	1	2	0	1	0	1	1	0	0	2	0	1	1	3	0	0	2	0
chr7_22347039_22347117_-	1	3	2	7	4	4	5	2	8	7	6	3	8	3	5	4	3	1	4	0	6	3
chr20_29874390_29874486_-	0	0	2	4	4	3	0	1	4	2	5	2	6	3	9	4	1	2	3	1	5	1
chr9_9208840_9208916_+	0	1	0	2	0	3	0	0	0	5	1	1	2	3	6	1	1	1	0	0	1	1
chr17_66073185_66073262_-	0	1	0	2	1	2	2	1	2	1	1	3	1	4	2	4	0	1	0	0	1	1
chr12_33311330_33311416_+	0	5	7	10	5	1	3	1	5	1	4	2	9	5	4	5	9	1	5	1	5	5
chr7_1494858_1494869_+	0	1	0	2	2	2	0	2	1	4	0	2	0	5	2	3	0	1	0	0	1	1
chr3_4604236_4604267_-	1	2	4	10	1	0	0	1	4	2	1	0	2	0	6	1	4	0	1	0	0	2
chr10_62211193_62211197_+	0	2	0	1	1	0	1	0	1	0	1	1	1	4	2	1	1	1	0	0	1	1
chr1_208695579_208695662_+	0	3	6	8	7	3	3	1	3	6	3	2	4	5	6	5	3	4	3	3	7	2
chr1_247407030_247407032_-	0	2	3	2	3	3	0	0	3	7	2	1	0	4	3	1	1	3	1	0	1	0
chr14_87226910_87226913_-	0	1	0	5	0	0	0	0	1	0	1	2	3	2	0	0	0	0	1	0	6	1
chr18_62504287_62504301_+	1	9	7	14	13	12	7	9	9	11	22	25	19	16	11	25	5	16	0	0	3	1
chr3_118275881_118275885_-	0	3	2	6	0	0	0	0	1	0	3	3	1	3	0	2	2	1	0	0	1	2
chr3_76056905_76056910_-	0	2	4	18	3	0	1	0	0	1	5	0	1	2	2	1	3	0	0	0	6	0
chr3_89073872_89073873_-	0	0	2	1	1	0	1	0	1	0	1	0	2	1	3	0	2	1	3	0	1	0
chr10_54401794_54401796_+	2	0	0	2	0	0	0	0	2	0	6	0	5	8	1	2	0	0	1	1	1	0
chr14_1761388_1761405_+	5	31	12	32	9	11	20	18	19	13	15	6	11	24	18	24	9	8	12	0	18	17
chr2_176748493_176748494_+	1	0	2	6	2	1	0	2	0	1	1	0	1	1	5	1	1	1	2	1	3	1
chr7_31761948_31761958_+	0	2	0	3	1	1	0	0	2	1	1	3	2	4	3	1	0	0	0	0	0	5
chr15_26796785_26796843_+	0	4	1	2	2	1	0	0	3	1	3	0	0	1	3	3	3	1	1	0	4	1
chr2_235395327_235395395_+	4	7	2	9	1	11	0	7	4	6	6	10	6	14	6	20	6	10	1	4	8	2
chr6_109095895_109095911_+	0	2	6	11	12	4	2	7	14	4	6	3	9	7	11	7	8	5	3	2	4	4
chr13_88311286_88311287_-	0	2	0	1	0	1	1	0	1	1	0	2	2	5	1	0	0	0	0	0	1	1
chr15_25771247_25771248_-	2	1	0	0	0	0	0	1	0	0	0	1	0	3	0	4	0	2	0	1	0	0
chr15_76735782_76735783_-	2	1	0	0	1	2	0	4	0	1	1	2	0	1	0	3	0	0	0	1	0	0
chr6_25042342_25042408_-	4	9	10	39	16	10	9	6	17	9	12	10	11	9	23	12	11	6	8	4	21	9
chr9_11165639_11165640_+	0	0	1	3	4	0	1	0	4	0	1	1	6	1	9	0	2	0	1	0	2	0
chr19_11472735_11472736_-	0	2	0	1	1	0	0	1	0	0	3	1	2	2	1	0	0	1	0	0	1	1
chrX_41753138_41753232_+	1	5	3	15	1	1	1	2	4	4	2	1	3	3	4	4	4	0	0	0	5	1
chr9_62251231_62251232_+	0	2	0	1	0	0	0	0	0	1	1	2	1	2	2	1	1	2	0	0	1	1
chr10_90597852_90597912_+	0	1	2	2	6	0	3	1	3	0	2	0	2	1	7	1	0	0	2	0	1	1
chr1_207360059_207360060_+	0	0	1	2	0	1	1	1	1	2	0	2	1	1	2	3	0	2	3	0	1	2
chr1_227309823_227309824_+	0	1	2	2	1	0	3	2	0	1	3	1	3	3	1	1	1	2	2	0	1	1
chr5_156755823_156755877_+	1	3	1	3	2	1	1	1	1	0	4	0	1	2	7	1	1	1	0	0	1	0
chr12_19803072_19803075_-	0	0	1	3	4	6	1	1	3	4	2	0	1	3	1	2	1	3	1	0	2	0
chr1_252330226_252330232_+	1	2	1	6	2	0	1	3	3	1	5	1	2	1	2	1	2	0	0	0	2	0
chr2_23104966_23104968_+	0	1	3	4	1	2	0	0	0	2	2	1	1	0	4	0	1	0	1	1	0	2
chr10_56887158_56887160_+	0	1	1	2	1	2	1	1	2	1	3	1	3	3	1	1	1	0	1	0	0	2
chr14_84293305_84293307_-	0	2	0	1	0	0	2	1	1	2	2	1	2	3	0	1	3	0	0	0	1	1
chr20_27166231_27166249_+	2	4	1	2	2	6	0	4	1	6	0	4	0	8	0	7	0	7	2	0	0	3
chr1_79787639_79787724_+	3	24	3	12	2	1	2	3	0	8	3	12	7	32	2	6	0	1	2	2	5	18
chr3_75806264_75806329_-	0	3	9	31	16	4	11	3	17	4	35	7	35	11	30	6	19	4	9	1	19	6
chr9_104860896_104860985_-	0	4	4	11	10	3	13	2	10	7	13	5	11	8	18	9	11	3	4	2	12	4
chr10_64619434_64619493_-	0	0	1	3	1	0	1	1	2	2	0	1	4	0	5	0	6	0	1	0	2	0
chr5_166569079_166569137_+	0	3	3	3	1	1	0	1	2	1	6	0	1	3	5	1	2	0	1	1	2	1
chr7_115877884_115877886_-	1	6	8	14	8	7	6	5	13	4	6	4	7	3	10	7	7	3	6	4	9	8
chr8_71691941_71691982_-	0	1	1	3	4	0	3	0	1	2	1	2	3	0	4	0	1	0	0	1	2	1
chr13_95866118_95866120_+	1	4	1	5	5	3	1	1	1	2	7	3	8	5	6	2	3	3	0	1	4	1
chr16_82849664_82849717_-	1	3	1	2	2	0	1	3	0	5	1	3	3	6	2	1	2	1	1	0	1	1
chr3_4105397_4105462_-	0	3	3	3	3	4	4	1	6	5	1	5	3	4	6	0	4	2	1	1	2	1
chr11_85519956_85519972_-	0	0	1	3	2	0	1	1	1	2	3	0	5	1	4	2	1	0	1	0	2	0
chr6_138007681_138007715_-	0	2	0	1	0	0	1	0	2	2	4	4	4	2	2	3	2	2	0	0	1	1
chr7_22346026_22346123_-	1	7	3	3	8	4	3	1	4	9	10	2	11	4	6	6	3	4	1	1	1	3
chr4_159221253_159221256_-	0	0	1	3	3	6	2	2	2	2	1	3	4	4	5	8	4	4	1	0	2	0
chr8_77252572_77252573_+	0	0	2	14	2	2	2	0	2	0	1	0	4	1	6	2	4	1	2	0	6	2
chr10_73261223_73261230_-	0	2	0	3	1	2	2	1	0	1	0	2	1	2	0	1	0	0	0	1	2	4
chr14_22613277_22613278_+	0	0	1	2	0	0	0	0	1	1	0	0	0	1	1	1	2	0	2	0	1	1
chr15_50964395_50964411_+	0	1	1	5	4	2	0	1	4	0	5	3	4	1	2	1	4	0	1	0	5	0
chr5_153289356_153289425_-	0	2	2	2	1	0	0	0	1	3	2	1	3	1	4	2	4	0	2	0	2	1
chrX_36637271_36637307_+	0	1	4	10	36	5	18	8	35	5	45	6	46	11	49	8	35	8	3	0	7	0
chr18_28935190_28935192_+	0	2	1	1	1	1	0	2	1	1	3	2	2	6	1	0	0	0	1	0	3	0
chr19_39608428_39608431_-	1	0	0	6	2	1	0	1	3	3	0	1	2	1	2	0	2	0	3	0	1	5
chr2_181101525_181101585_+	0	1	1	3	3	0	0	1	2	0	3	0	4	5	4	1	2	0	0	1	2	1
chr7_50526231_50526232_+	0	4	0	0	4	4	0	0	0	1	5	2	0	0	0	2	3	0	0	0	2	0
chr3_11466680_11466682_-	0	0	1	3	2	0	3	1	0	0	2	0	4	0	3	0	3	0	1	0	2	0
chr4_149220870_149220920_-	3	10	3	9	10	15	4	11	17	15	9	8	13	16	11	21	12	8	5	1	12	3
chr18_24511459_24511533_+	0	2	2	6	2	0	1	3	4	1	2	2	3	1	2	3	2	0	1	1	3	3
chr10_61966070_61966071_-	0	0	1	3	1	0	1	1	1	0	0	0	4	2	1	1	2	1	0	1	3	0
chr1_202029605_202029606_-	0	0	1	0	2	0	1	0	2	1	1	1	3	0	3	1	1	0	2	0	0	0
chr2_101324566_101324571_+	0	0	1	0	7	0	4	1	4	2	5	0	2	1	4	1	0	2	2	0	0	0
chr7_56397137_56397217_-	3	3	8	12	7	6	4	3	13	7	11	4	14	12	16	9	9	5	4	5	8	1
chr9_29448493_29448500_+	1	4	6	11	5	7	6	4	11	3	7	5	8	12	9	4	1	1	2	3	3	5
chr17_84746979_84747058_+	0	3	2	6	1	3	0	0	2	2	0	3	3	4	4	3	3	2	1	0	2	3
chr6_136695596_136695604_+	0	0	1	5	0	0	1	1	2	1	0	1	4	0	1	2	1	0	1	0	4	0
chr10_56885137_56885138_+	1	2	1	3	1	2	1	0	2	0	2	1	1	1	1	3	1	1	1	0	2	0
chr1_35061977_35061978_+	1	2	1	3	3	2	1	0	2	6	1	2	0	6	2	4	2	0	1	0	1	1
chr14_63589905_63589995_+	1	2	1	3	5	1	0	0	7	3	2	0	3	1	8	0	1	0	1	0	2	0
chr15_50101986_50101987_-	0	0	0	5	0	0	0	1	2	0	2	1	0	0	1	2	1	0	0	0	3	0
chr15_75829157_75829165_-	3	5	0	1	0	3	0	1	0	6	0	2	0	2	1	1	0	2	1	1	0	3
chr16_18655240_18655337_-	1	2	1	1	1	1	1	0	4	3	1	2	2	2	6	6	0	4	1	1	0	2
chr17_96324645_96324647_+	2	1	0	2	3	2	2	0	2	2	3	2	3	4	0	4	0	1	0	2	1	1
chr8_68979457_68979458_-	0	1	3	4	0	1	1	1	2	2	2	0	1	2	4	1	0	2	1	0	1	0
chr9_4567766_4567842_-	0	1	2	4	2	0	1	2	2	5	1	0	1	1	2	2	1	1	1	0	1	1
chr1_90674011_90674013_+	0	2	1	0	0	3	0	1	1	1	1	1	0	6	1	3	1	1	0	2	1	1
chr2_35990656_35990659_-	0	0	1	2	1	0	1	0	0	0	0	0	3	1	1	0	2	0	2	0	1	1
chr10_102508652_102508663_-	1	2	1	1	2	1	0	9	3	1	2	1	1	1	2	8	0	4	1	1	0	2
chr10_92068362_92068364_-	0	0	1	6	1	3	3	0	0	1	1	1	1	1	1	0	2	0	0	1	2	2
chr12_42586802_42586862_-	0	1	4	6	2	1	2	2	6	1	6	4	0	2	2	2	4	1	4	0	4	1
chr14_103943240_103943340_+	0	0	2	1	2	0	2	0	4	2	2	1	3	0	7	0	1	0	3	0	1	0
chr1_79824010_79824040_+	0	1	2	4	1	1	0	0	2	1	0	1	5	1	2	2	0	0	1	0	1	1
chr2_147928432_147928436_+	1	4	0	1	5	17	3	12	9	27	5	15	12	34	2	24	3	18	1	2	6	1
chr2_56476101_56476149_+	0	4	0	0	0	3	0	2	1	3	3	2	2	5	0	2	1	4	0	1	2	2
chr4_122115831_122115840_+	0	2	0	5	5	6	1	3	2	6	2	6	2	4	4	5	6	4	0	0	2	3
chr8_66517255_66517350_+	4	28	99	181	180	39	92	25	213	53	118	28	201	50	231	69	150	37	61	5	117	16
chrX_93929215_93929294_-	3	2	0	7	3	1	0	1	5	3	4	1	2	2	8	3	4	1	2	0	2	2
chr12_14597781_14597857_-	0	1	3	11	3	3	0	1	1	2	4	4	2	0	6	4	2	1	0	0	3	0
chr17_40056032_40056125_+	1	2	2	6	4	4	1	2	4	1	3	1	6	1	1	2	0	2	2	1	5	1
chrX_21672831_21672833_-	0	1	3	4	3	1	0	0	1	0	0	2	3	0	5	1	3	1	1	0	1	0
chr19_11541508_11541510_-	0	2	1	7	4	0	0	0	1	3	3	1	6	3	6	1	3	2	0	0	5	0
chr1_121142429_121142497_-	0	1	2	7	1	2	2	2	1	2	4	3	4	1	4	3	2	0	0	1	5	0
chr16_82856606_82856675_-	6	19	15	31	20	26	23	16	23	22	36	34	33	21	51	36	26	25	6	1	16	1
chr10_56598696_56598697_+	0	0	0	6	2	2	4	1	1	0	4	0	4	0	3	1	1	1	0	0	2	1
chr12_5008322_5008397_-	0	1	1	4	1	1	2	1	2	5	5	4	5	4	4	4	2	1	2	0	2	3
chr15_18740604_18740685_+	1	3	5	10	8	3	7	3	10	4	6	2	14	7	10	5	12	4	7	2	8	6
chr2_26322273_26322276_-	2	2	1	5	3	5	3	4	2	3	4	5	3	9	2	7	2	7	2	1	3	2
chr6_26950462_26950501_-	0	4	0	4	2	0	1	2	2	0	1	3	2	1	3	2	1	1	0	0	4	2
chr1_138114844_138114846_-	0	3	4	4	3	5	0	3	4	3	2	0	3	2	3	2	2	1	2	1	3	1
chr11_45539510_45539564_-	1	2	1	14	7	1	4	2	7	3	2	1	3	0	7	6	3	0	0	0	3	2
chr1_180893931_180893969_+	1	10	13	20	11	7	20	8	22	13	20	4	17	13	22	14	12	17	9	3	22	4
chr1_226280637_226280639_+	1	2	0	3	0	1	0	1	0	0	2	3	1	4	0	2	0	0	0	0	0	2
chr14_100973161_100973163_+	0	0	0	6	3	1	1	1	2	1	4	1	2	2	6	1	2	3	0	0	2	1
chr14_1762536_1762544_+	0	1	5	19	4	0	0	0	4	4	1	0	4	1	2	0	1	1	2	0	6	2
chr14_80365343_80365431_-	1	4	3	8	1	1	1	0	2	4	8	7	5	7	3	2	2	2	1	2	7	1
chr14_84329871_84329914_+	1	1	1	2	1	3	0	2	2	3	1	2	4	2	4	2	1	4	1	1	2	0
chr15_27339966_27339972_-	0	0	0	4	1	0	0	0	1	2	0	0	2	3	2	3	0	1	0	0	0	2
chr18_2038490_2038580_-	1	3	0	1	2	1	1	3	1	8	1	1	4	7	2	8	0	1	1	0	1	2
chr18_48860735_48860781_+	0	2	3	3	4	0	4	0	0	1	7	2	4	1	6	1	2	0	0	0	0	0
chr20_24630205_24630224_-	3	15	0	6	1	4	0	5	2	2	7	29	7	35	2	3	0	2	0	4	4	15
chr20_37280219_37280220_-	0	0	1	1	3	0	0	0	0	0	1	2	2	0	3	1	1	1	0	1	1	0
chr2_224690825_224690826_-	0	0	1	1	2	0	2	0	1	0	2	1	1	0	2	2	0	0	0	1	1	0
chr3_11556571_11556596_-	5	10	8	24	24	11	20	13	32	9	31	11	29	18	44	26	30	12	7	2	13	5
chr3_116734425_116734430_+	0	0	1	1	3	1	3	0	6	0	8	0	6	0	4	2	2	0	0	1	1	0
chr3_146793370_146793381_-	1	6	3	9	2	1	2	2	4	5	3	1	2	4	6	3	0	4	1	0	3	3
chr4_149656037_149656040_-	2	7	1	4	2	5	0	5	2	11	2	13	1	21	4	13	1	9	2	5	6	9
chr4_181091847_181091903_+	0	0	1	1	2	1	7	0	2	2	6	1	3	2	5	1	3	2	0	1	1	0
chr4_27048610_27048675_-	5	17	24	40	37	12	25	14	49	20	42	20	53	18	67	43	46	22	6	1	9	3
chr5_130167408_130167444_+	0	0	0	4	1	1	0	2	0	4	1	2	0	3	0	3	0	2	0	0	0	2
chr5_25392044_25392118_+	2	5	6	15	3	2	3	1	4	5	3	1	2	8	4	4	3	0	4	3	6	7
chr6_36796015_36796067_-	0	0	1	3	3	1	3	2	4	0	4	0	3	3	5	1	2	2	2	1	2	3
chr7_32756491_32756538_-	0	3	2	6	6	5	8	5	7	12	8	7	8	14	9	19	7	5	2	0	5	2
chr8_113372818_113372829_-	1	3	1	8	1	2	0	0	5	3	3	1	4	4	3	4	2	0	1	0	3	3
chr8_123481379_123481380_+	0	2	3	3	3	0	0	0	1	2	2	0	1	0	4	0	0	1	0	0	0	0
chr8_54053030_54053081_-	0	1	2	7	6	3	4	3	4	2	24	10	14	2	6	2	3	0	2	0	5	1
chr12_6475657_6475668_+	2	8	8	18	16	6	17	6	15	8	24	6	20	5	25	3	16	6	8	0	14	3
chr1_168837979_168837999_-	0	3	5	11	1	1	1	3	6	3	6	2	6	4	5	2	2	1	2	2	5	4
chr20_3623543_3623601_-	1	4	17	35	18	2	21	0	24	3	43	3	42	5	37	3	28	1	14	1	25	2
chr9_57064478_57064561_+	1	4	7	12	9	2	10	4	7	4	13	3	13	7	11	8	8	3	4	2	6	3
chr10_71002677_71002679_+	0	3	5	13	6	2	1	2	3	4	1	1	1	1	5	5	6	5	2	0	5	2
chr17_75585085_75585160_-	1	1	0	10	2	0	1	0	6	1	4	3	9	5	4	1	5	1	0	0	3	0
chr5_59165302_59165381_-	0	2	0	6	3	5	4	5	6	12	13	7	7	11	8	11	7	5	0	0	5	1
chr10_82235159_82235160_+	0	1	1	4	0	0	0	0	0	0	1	1	0	4	0	1	1	3	1	1	0	6
chr1_233777710_233777770_+	0	0	1	3	4	2	2	0	4	0	6	2	1	2	9	1	4	0	0	1	1	1
chr7_115912002_115912003_-	0	0	1	3	0	1	0	0	0	2	0	1	1	1	1	4	0	4	0	1	1	1
chr15_954142_954149_+	1	1	1	2	1	0	0	0	2	2	1	3	5	7	0	3	2	0	1	1	0	2
chr1_212938579_212938582_+	2	3	2	5	2	2	0	4	1	5	4	2	1	7	1	6	2	3	1	0	1	0
chr17_71374303_71374330_+	0	2	3	2	3	0	0	1	2	0	0	2	5	2	1	1	3	0	1	0	1	0
chr3_119167580_119167583_+	1	2	1	8	5	1	1	2	7	1	3	0	9	1	8	1	7	3	1	0	3	2
chr3_18819503_18819580_-	1	0	3	7	1	0	3	0	4	1	2	0	2	1	3	3	0	3	1	0	0	0
chr5_150865009_150865010_-	0	2	4	2	2	0	0	1	3	0	3	0	1	1	0	0	0	1	3	0	3	0
chr7_116810701_116810717_+	0	4	3	4	2	2	0	2	0	2	5	4	7	12	0	1	2	1	1	2	3	3
chr4_75697743_75697830_+	0	1	1	5	2	1	2	0	4	1	1	1	4	3	2	2	4	0	2	0	4	2
chr6_51804235_51804237_+	0	0	2	7	1	0	0	0	4	1	0	0	3	0	2	1	1	0	1	0	3	0
chr10_13723337_13723338_+	0	0	2	1	1	0	0	1	3	0	3	0	2	0	4	2	2	1	1	0	0	0
chr10_20939150_20939151_-	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
chr10_56844878_56844879_+	1	2	6	12	4	0	2	1	3	2	2	0	4	2	8	2	4	0	1	0	1	0
chr10_63995479_63995480_+	2	5	0	1	0	1	0	3	1	3	0	0	0	2	1	4	0	4	0	0	0	1
chr10_67611031_67611032_+	0	0	0	2	2	0	0	0	4	1	4	1	2	1	4	2	1	0	0	0	0	1
chr10_67760552_67760556_+	0	0	0	2	1	2	1	4	0	1	0	2	5	6	1	3	1	1	0	0	0	1
chr10_68717078_68717080_+	0	0	0	2	3	0	0	1	3	1	3	1	3	3	1	1	2	0	0	0	0	1
chr10_77529196_77529232_-	2	1	0	3	1	3	0	2	0	9	1	3	0	5	2	0	0	2	0	1	0	2
chr11_33785538_33785608_-	0	3	3	19	7	5	5	2	5	1	21	6	24	7	14	13	16	9	1	0	9	2
chr11_52096254_52096256_-	0	1	0	2	1	0	1	0	0	0	3	4	4	2	0	0	0	0	2	0	5	1
chr1_172242626_172242718_-	0	1	4	3	4	1	0	2	7	6	4	1	9	0	5	5	0	3	2	0	1	0
chr1_184533113_184533212_-	0	2	3	2	0	0	1	1	3	5	2	0	3	2	4	4	1	1	4	0	2	2
chr1_193205836_193205837_+	1	5	5	10	1	2	2	2	2	1	6	0	0	1	6	4	1	1	0	1	1	2
chr12_19813466_19813467_+	0	2	0	0	0	0	1	0	0	0	3	1	1	1	0	2	0	0	0	0	1	0
chr12_26859218_26859221_-	0	2	0	0	0	1	0	2	0	2	5	3	2	8	0	0	0	1	0	0	1	0
chr12_36546114_36546115_+	0	2	0	0	2	0	0	0	0	0	3	1	1	3	1	0	0	0	0	0	1	0
chr12_42536505_42536560_-	1	6	9	22	8	6	9	10	7	10	11	5	7	4	15	7	10	3	5	2	13	4
chr1_35063332_35063333_+	0	2	0	0	1	4	0	1	1	1	0	0	2	1	1	2	0	0	0	0	1	0
chr15_26910078_26910133_-	0	2	0	0	6	0	2	9	3	4	6	10	7	8	13	13	5	9	0	0	1	0
chr15_27678883_27678887_-	0	2	4	16	0	0	0	1	2	0	1	0	5	0	3	2	1	0	0	0	5	0
chr15_33214351_33214357_-	0	0	0	2	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	1
chr16_70698818_70698913_+	1	0	2	8	5	1	0	0	5	4	0	0	10	2	7	6	1	2	1	2	1	4
chr17_18174921_18174936_+	0	1	2	4	1	0	0	1	2	3	2	2	3	0	4	2	1	0	0	1	1	1
chr17_94836242_94836340_-	0	7	6	8	3	2	1	2	5	4	9	7	9	12	8	6	4	2	6	1	9	5
chr18_12460362_12460448_-	1	2	1	3	3	1	0	0	1	1	3	2	0	6	2	4	1	1	0	1	0	2
chr18_49534639_49534642_-	1	2	3	2	2	0	3	1	4	2	3	1	2	3	2	1	2	2	3	1	3	0
chr18_70856018_70856073_-	0	2	0	0	1	3	3	0	3	1	11	0	2	0	1	2	1	1	0	0	1	0
chr19_10124094_10124096_-	0	0	0	2	1	3	0	5	1	2	0	3	0	3	0	7	0	4	0	0	0	1
chr20_1565464_1565465_-	0	0	0	2	0	0	0	0	0	2	0	1	1	0	2	0	0	2	0	0	0	1
chr20_1687656_1687716_+	0	0	0	5	2	1	5	0	3	2	5	1	5	1	6	2	5	0	0	0	3	0
chr20_3764218_3764263_-	0	5	20	31	20	4	6	3	21	4	15	3	15	5	22	6	13	3	2	0	5	0
chr20_4080582_4080595_-	0	2	0	0	2	1	1	1	4	0	0	0	3	1	1	3	3	3	0	0	1	0
chr20_46168809_46168811_-	0	2	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	3	1	3	7
chr20_46583366_46583369_+	1	3	0	2	0	1	0	0	0	1	2	0	1	3	1	1	0	0	0	0	0	2
chr20_8882029_8882030_+	0	2	2	4	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1
chr2_175916058_175916136_-	2	4	3	11	4	6	2	6	5	8	7	10	9	8	4	10	8	1	4	2	13	1
chr2_180438058_180438072_+	0	2	2	4	1	4	3	2	4	4	3	3	5	3	5	5	3	3	0	0	0	1
chr2_190820173_190820273_-	0	0	2	4	3	2	3	0	0	1	2	0	0	2	0	3	2	0	2	1	2	2
chr2_224182052_224182053_-	0	0	2	1	0	2	5	1	0	0	0	0	2	1	1	0	0	0	1	0	0	0
chr2_35989595_35989596_-	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1
chr3_108816109_108816110_+	0	2	0	0	4	4	7	2	8	2	4	4	3	3	5	4	7	2	0	0	1	0
chr3_113049131_113049132_-	0	0	0	2	1	0	0	0	1	1	2	2	0	1	0	0	0	0	0	0	0	1
chr3_12854405_12854468_-	0	1	1	9	0	0	1	3	1	0	7	5	5	4	0	1	0	0	1	1	5	4
chr3_144120780_144120806_+	0	2	4	7	2	0	0	0	3	0	3	3	1	1	4	0	4	0	1	0	1	1
chr3_148440699_148440796_+	5	24	43	63	42	11	32	8	50	13	62	24	61	18	76	26	50	15	15	1	27	4
chr3_155511426_155511428_+	0	5	7	8	1	1	1	0	1	3	1	2	0	2	3	2	4	2	5	0	6	2
chr3_33933116_33933118_-	0	0	2	1	0	0	0	1	0	0	1	0	3	0	2	1	0	1	1	0	0	0
chr3_87999154_87999155_+	0	0	0	2	0	0	1	0	0	1	2	3	2	4	0	0	0	0	0	0	0	1
chr4_157390471_157390472_-	0	0	0	2	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1
chr4_158727642_158727655_+	3	5	3	7	5	6	4	5	6	11	1	5	6	10	1	9	0	7	1	2	2	2
chr5_122155329_122155330_+	0	0	0	2	2	1	1	0	2	2	0	0	1	1	2	2	3	0	0	0	0	1
chr5_150779927_150779928_+	0	0	0	2	0	2	1	0	2	11	0	1	1	5	1	8	0	4	0	0	0	1
chr5_158406082_158406150_+	2	1	0	7	1	2	2	0	2	0	4	4	6	2	4	2	3	0	2	0	4	0
chr5_36739324_36739326_+	0	2	0	0	0	1	0	0	0	0	0	4	0	8	0	1	0	2	0	0	1	0
chr5_86108695_86108696_-	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
chr6_136405868_136405940_+	0	1	2	9	4	0	4	2	4	4	3	0	4	0	5	5	2	0	2	0	5	2
chr6_25053579_25053610_-	3	1	3	10	3	2	0	2	5	1	4	3	4	3	5	5	1	0	4	1	3	2
chr6_26948315_26948379_-	0	3	1	5	2	3	2	2	1	7	5	4	5	6	5	9	0	5	1	1	3	5
chr6_3298503_3298505_+	0	2	0	0	4	2	0	2	4	3	2	7	2	8	2	2	2	2	0	0	1	0
chr6_8097761_8097817_-	0	2	2	4	1	0	0	1	2	0	2	1	2	1	4	3	2	3	0	0	0	1
chr6_95188196_95188197_+	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0
chr7_10664433_10664448_+	0	0	0	2	0	1	1	0	1	1	3	0	0	3	5	4	2	1	0	0	0	1
chr7_118024659_118024660_-	0	2	0	0	0	1	0	0	0	1	0	3	2	0	1	2	0	1	0	0	1	0
chr7_135316516_135316518_-	0	2	0	0	2	1	0	2	0	2	9	4	5	4	4	3	2	2	0	0	1	0
chr7_2184010_2184011_-	0	0	0	2	0	3	1	3	0	3	2	3	1	5	1	3	0	1	0	0	0	1
chr8_100494831_100494842_-	0	0	0	2	0	3	2	1	1	2	2	0	1	5	3	3	0	3	0	0	0	1
chr8_11849316_11849375_-	0	2	0	0	2	1	1	1	1	3	0	2	1	3	1	4	4	3	0	0	1	0
chr8_122095635_122095691_-	0	0	0	2	3	0	5	1	3	0	1	0	4	3	0	2	4	2	0	0	0	1
chr8_123434024_123434047_+	0	0	2	1	3	1	1	1	3	1	4	1	3	2	0	2	3	0	1	0	0	0
chr8_94818089_94818170_+	0	7	5	3	3	3	0	0	4	9	2	1	1	7	2	2	0	1	1	0	1	1
chr9_10052846_10052847_+	0	0	2	1	1	0	0	0	0	0	3	0	1	2	3	2	1	0	1	0	0	0
